person,dept,eow,cause,cause_short,date,year,canine,dept_name,state
Patrolman Ellis John Ellis,"Scranton Police Department, PA","EOW: Monday, January 28, 1889",Cause of Death: Gunfire,Gunfire,1889-01-28,1889,FALSE,Scranton Police Department, PA
Chief of Police Philip Paul,"Renovo Borough Police Department, PA","EOW: Wednesday, March 13, 1889",Cause of Death: Gunfire,Gunfire,1889-03-13,1889,FALSE,Renovo Borough Police Department, PA
"Deputy U.S. Marshal Z. W. ""Bill"" Moody","United States Department of Justice - United States Marshals Service, US","EOW: Friday, March 15, 1889",Cause of Death: Gunfire,Gunfire,1889-03-15,1889,FALSE,United States Department of Justice - United States Marshals Service, US
Constable Anton Harnischfeger,"Los Angeles County Constable's Office, CA","EOW: Wednesday, March 20, 1889",Cause of Death: Gunfire,Gunfire,1889-03-20,1889,FALSE,Los Angeles County Constable's Office, CA
Deputy U.S. Marshal Russell Wireman,"United States Department of Justice - United States Marshals Service, US","EOW: Tuesday, March 26, 1889",Cause of Death: Gunfire,Gunfire,1889-03-26,1889,FALSE,United States Department of Justice - United States Marshals Service, US
Officer John Riley Manning,"Bessemer Police Department, AL","EOW: Friday, April 5, 1889",Cause of Death: Gunfire,Gunfire,1889-04-05,1889,FALSE,Bessemer Police Department, AL
Sheriff Samuel Preston Greenlee,"Grainger County Sheriff's Department, TN","EOW: Wednesday, April 10, 1889",Cause of Death: Gunfire,Gunfire,1889-04-10,1889,FALSE,Grainger County Sheriff's Department, TN
Guard Joe Epperson,"Texas Department of Criminal Justice, TX","EOW: Monday, April 29, 1889",Cause of Death: Gunfire,Gunfire,1889-04-29,1889,FALSE,Texas Department of Criminal Justice, TX
Detective John W. Gilley,"Kansas City Police Department, KS","EOW: Monday, May 13, 1889",Cause of Death: Stabbed,Stabbed,1889-05-13,1889,FALSE,Kansas City Police Department, KS
Deputy City Marshal Robert E. Hawks,"Temple Police Department, TX","EOW: Sunday, May 19, 1889",Cause of Death: Gunfire,Gunfire,1889-05-19,1889,FALSE,Temple Police Department, TX
Sheriff Robert L. May,"Grayson County Sheriff's Office, TX","EOW: Sunday, May 26, 1889",Cause of Death: Gunfire,Gunfire,1889-05-26,1889,FALSE,Grayson County Sheriff's Office, TX
Patrolman Samuel B. Eldridge,"Johnstown Police Department, PA","EOW: Friday, May 31, 1889",Cause of Death: Drowned,Drowned,1889-05-31,1889,FALSE,Johnstown Police Department, PA
Constable Charles R. Eanes,"Williamson County Constable's Office - Precinct 2, TX","EOW: Friday, May 31, 1889",Cause of Death: Gunfire,Gunfire,1889-05-31,1889,FALSE,Williamson County Constable's Office - Precinct 2, TX
Deputy U.S. Marshal Jim Williams,"United States Department of Justice - United States Marshals Service, US","EOW: Wednesday, June 5, 1889",Cause of Death: Gunfire,Gunfire,1889-06-05,1889,FALSE,United States Department of Justice - United States Marshals Service, US
Deputy U.S. Marshal Joe Lundy,"United States Department of Justice - United States Marshals Service, US","EOW: Monday, June 10, 1889",Cause of Death: Gunfire,Gunfire,1889-06-10,1889,FALSE,United States Department of Justice - United States Marshals Service, US
City Marshal John Howard,"Oklahoma City Police Department, OK","EOW: Friday, June 14, 1889",Cause of Death: Gunfire,Gunfire,1889-06-14,1889,FALSE,Oklahoma City Police Department, OK
Sheriff William B. Ramsey,"Lucas County Sheriff's Office, IA","EOW: Friday, June 28, 1889",Cause of Death: Gunfire,Gunfire,1889-06-28,1889,FALSE,Lucas County Sheriff's Office, IA
City Marshal Charles C. Wilson,"Oceanside Police Department, CA","EOW: Thursday, July 4, 1889",Cause of Death: Gunfire,Gunfire,1889-07-04,1889,FALSE,Oceanside Police Department, CA
Police Officer John T. Lloyd,"Baltimore City Police Department, MD","EOW: Thursday, July 4, 1889",Cause of Death: Gunfire,Gunfire,1889-07-04,1889,FALSE,Baltimore City Police Department, MD
Deputy Sheriff Edward Funk,"Taney County Sheriff's Office, MO","EOW: Thursday, July 4, 1889",Cause of Death: Gunfire,Gunfire,1889-07-04,1889,FALSE,Taney County Sheriff's Office, MO
Sheriff Galby E. Branson,"Taney County Sheriff's Office, MO","EOW: Thursday, July 4, 1889",Cause of Death: Gunfire,Gunfire,1889-07-04,1889,FALSE,Taney County Sheriff's Office, MO
Deputy Sheriff John Nicolas Wren,"Tulare County Sheriff's Office, CA","EOW: Friday, July 5, 1889",Cause of Death: Gunfire,Gunfire,1889-07-05,1889,FALSE,Tulare County Sheriff's Office, CA
Police Officer John C. Phillips,"Denver Police Department, CO","EOW: Tuesday, July 16, 1889",Cause of Death: Gunfire,Gunfire,1889-07-16,1889,FALSE,Denver Police Department, CO
Police Officer Charles H. Dolloff,"Laconia Police Department, NH","EOW: Thursday, July 18, 1889",Cause of Death: Heart attack,Heart attack,1889-07-18,1889,FALSE,Laconia Police Department, NH
Patrolman Adam W. Fryer,"Chicago Police Department, IL","EOW: Friday, August 9, 1889",Cause of Death: Gunfire,Gunfire,1889-08-09,1889,FALSE,Chicago Police Department, IL
Undersheriff Neil Marshall,"Benzie County Sheriff's Department, MI","EOW: Saturday, August 10, 1889",Cause of Death: Gunfire,Gunfire,1889-08-10,1889,FALSE,Benzie County Sheriff's Department, MI
Deputy U.S. Marshal James O. Hager,"United States Department of Justice - United States Marshals Service, US","EOW: Saturday, August 10, 1889",Cause of Death: Gunfire,Gunfire,1889-08-10,1889,FALSE,United States Department of Justice - United States Marshals Service, US
Deputy Collector Frank Weller,"United States Department of the Treasury - Office of Internal Revenue, US","EOW: Wednesday, August 14, 1889",Cause of Death: Gunfire,Gunfire,1889-08-14,1889,FALSE,United States Department of the Treasury - Office of Internal Revenue, US
"Sheriff James Thomas ""Tom"" Garvey","Fort Bend County Sheriff's Office, TX","EOW: Friday, August 16, 1889",Cause of Death: Gunfire,Gunfire,1889-08-16,1889,FALSE,Fort Bend County Sheriff's Office, TX
Marshal Homer D. Castleberry,"Pelham Police Department, GA","EOW: Thursday, September 19, 1889",Cause of Death: Gunfire,Gunfire,1889-09-19,1889,FALSE,Pelham Police Department, GA
Police Officer John William Robert Gordon,"Pensacola Police Department, FL","EOW: Sunday, September 22, 1889",Cause of Death: Gunfire,Gunfire,1889-09-22,1889,FALSE,Pensacola Police Department, FL
Constable Frank Walters,"Tyler County Constable's Office - Precinct 2, TX","EOW: Wednesday, September 25, 1889",Cause of Death: Gunfire,Gunfire,1889-09-25,1889,FALSE,Tyler County Constable's Office - Precinct 2, TX
Deputy Sheriff Thomas Rhoden,"Polk County Sheriff's Office, TX","EOW: Wednesday, September 25, 1889",Cause of Death: Gunfire,Gunfire,1889-09-25,1889,FALSE,Polk County Sheriff's Office, TX
Deputy Sheriff E. Vann King,"Jefferson County Sheriff's Office, AL","EOW: Friday, September 27, 1889",Cause of Death: Gunfire,Gunfire,1889-09-27,1889,FALSE,Jefferson County Sheriff's Office, AL
Patrolman James McDowell,"Chicago Police Department, IL","EOW: Thursday, October 3, 1889",Cause of Death: Gunfire,Gunfire,1889-10-03,1889,FALSE,Chicago Police Department, IL
Patrolman Clark Minor Irven,"Canton Police Department, MO","EOW: Friday, October 18, 1889",Cause of Death: Assault,Assault,1889-10-18,1889,FALSE,Canton Police Department, MO
Town Marshal W. T. Williams,"Trenton Police Department, KY","EOW: Wednesday, October 23, 1889",Cause of Death: Gunfire,Gunfire,1889-10-23,1889,FALSE,Trenton Police Department, KY
Deputy Sheriff William A. Holmes,"Gila County Sheriff's Office, AZ","EOW: Saturday, November 2, 1889",Cause of Death: Gunfire,Gunfire,1889-11-02,1889,FALSE,Gila County Sheriff's Office, AZ
Sheriff Glenn Reynolds,"Gila County Sheriff's Office, AZ","EOW: Saturday, November 2, 1889",Cause of Death: Gunfire,Gunfire,1889-11-02,1889,FALSE,Gila County Sheriff's Office, AZ
Officer Americus N. Crippin,"Metropolitan Police Department, DC","EOW: Tuesday, November 5, 1889",Cause of Death: Gunfire,Gunfire,1889-11-05,1889,FALSE,Metropolitan Police Department, DC
Lieutenant George Crichton,"Petersburg Police Department, VA","EOW: Thursday, November 7, 1889",Cause of Death: Fire,Fire,1889-11-07,1889,FALSE,Petersburg Police Department, VA
City Marshal J. H. Morgan,"Butler Police Department, MO","EOW: Wednesday, December 4, 1889",Cause of Death: Gunfire,Gunfire,1889-12-04,1889,FALSE,Butler Police Department, MO
Patrolman John Tegge,"Cincinnati Police Department, OH","EOW: Friday, December 6, 1889",Cause of Death: Fall,Fall,1889-12-06,1889,FALSE,Cincinnati Police Department, OH
"Constable Marcellus Randall ""Pet"" Millican","Brazos County Constable's Office - Precinct 1, TX","EOW: Saturday, December 14, 1889",Cause of Death: Gunfire,Gunfire,1889-12-14,1889,FALSE,Brazos County Constable's Office - Precinct 1, TX
Deputy Marshal Matthew Barnhill,"Jesup Police Department, GA","EOW: Wednesday, December 25, 1889",Cause of Death: Gunfire,Gunfire,1889-12-25,1889,FALSE,Jesup Police Department, GA
Constable George W. Bopp,"Christy Township Constable's Office, IL","EOW: Thursday, December 26, 1889",Cause of Death: Gunfire,Gunfire,1889-12-26,1889,FALSE,Christy Township Constable's Office, IL
Chief of Police Ben Williams,"Bisbee Police Department, AZ","EOW: Wednesday, January 1, 1890",Cause of Death: Gunfire,Gunfire,1890-01-01,1890,FALSE,Bisbee Police Department, AZ
Sheriff Henry W. Epperson,"Bradford County Sheriff's Office, FL","EOW: Monday, January 20, 1890",Cause of Death: Gunfire,Gunfire,1890-01-20,1890,FALSE,Bradford County Sheriff's Office, FL
Deputy U.S. Marshal W. B. Saunders,"United States Department of Justice - United States Marshals Service, US","EOW: Thursday, February 13, 1890",Cause of Death: Gunfire,Gunfire,1890-02-13,1890,FALSE,United States Department of Justice - United States Marshals Service, US
Officer Carlton Lowe,"Jacksonville Police Department, FL","EOW: Wednesday, February 26, 1890",Cause of Death: Gunfire,Gunfire,1890-02-26,1890,FALSE,Jacksonville Police Department, FL
Police Officer Edward Shoemaker,"Detroit Police Department, MI","EOW: Tuesday, March 4, 1890",Cause of Death: Gunfire,Gunfire,1890-03-04,1890,FALSE,Detroit Police Department, MI
City Marshal L. N. Crisman,"Wakenda Marshal's Office, MO","EOW: Wednesday, March 19, 1890",Cause of Death: Gunfire,Gunfire,1890-03-19,1890,FALSE,Wakenda Marshal's Office, MO
Chief of Police Aaron McCord,"Lebanon Police Department, PA","EOW: Friday, March 28, 1890",Cause of Death: Gunfire,Gunfire,1890-03-28,1890,FALSE,Lebanon Police Department, PA
Deputy Sheriff George G. Gibson,"Hamilton County Sheriff's Department, TN","EOW: Wednesday, April 2, 1890",Cause of Death: Gunfire,Gunfire,1890-04-02,1890,FALSE,Hamilton County Sheriff's Department, TN
Deputy Sheriff Ben V. Long,"Caddo Parish Sheriff's Office, LA","EOW: Tuesday, April 8, 1890",Cause of Death: Drowned,Drowned,1890-04-08,1890,FALSE,Caddo Parish Sheriff's Office, LA
Constable William W. Lowther,"Bisbee Police Department, AZ","EOW: Thursday, April 10, 1890",Cause of Death: Gunfire,Gunfire,1890-04-10,1890,FALSE,Bisbee Police Department, AZ
Officer Robert L. Massey,"Brunswick Police Department, GA","EOW: Sunday, April 13, 1890",Cause of Death: Gunfire,Gunfire,1890-04-13,1890,FALSE,Brunswick Police Department, GA
Patrolman Peter Brewer,"Atlantic City Police Department, NJ","EOW: Sunday, April 13, 1890",Cause of Death: Assault,Assault,1890-04-13,1890,FALSE,Atlantic City Police Department, NJ
"Deputy U.S. Marshal Robert  ""Bob"" Cox","United States Department of Justice - United States Marshals Service, US","EOW: Monday, April 14, 1890",Cause of Death: Gunfire,Gunfire,1890-04-14,1890,FALSE,United States Department of Justice - United States Marshals Service, US
Deputy U.S. Marshal Charles H. V. Fusselman,"United States Department of Justice - United States Marshals Service, US","EOW: Thursday, April 17, 1890",Cause of Death: Gunfire,Gunfire,1890-04-17,1890,FALSE,United States Department of Justice - United States Marshals Service, US
Deputy Sheriff Calloway Carnes,"Knox County Sheriff's Office, KY","EOW: Sunday, May 4, 1890",Cause of Death: Gunfire,Gunfire,1890-05-04,1890,FALSE,Knox County Sheriff's Office, KY
Patrolman William F. Ellfeldt,"Chicago Police Department, IL","EOW: Monday, May 12, 1890",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),1890-05-12,1890,FALSE,Chicago Police Department, IL
City Marshal John L. Hammond,"Vernon Police Department, TX","EOW: Saturday, May 17, 1890",Cause of Death: Fall,Fall,1890-05-17,1890,FALSE,Vernon Police Department, TX
"Sheriff Jeremiah ""Jerry"" Ryan","Gila County Sheriff's Office, AZ","EOW: Sunday, June 1, 1890",Cause of Death: Drowned,Drowned,1890-06-01,1890,FALSE,Gila County Sheriff's Office, AZ
Sheriff Thomas C. Cranmer,"Cooper County Sheriff's Department, MO","EOW: Sunday, June 15, 1890",Cause of Death: Gunfire,Gunfire,1890-06-15,1890,FALSE,Cooper County Sheriff's Department, MO
Deputy Sheriff Aleck Culpepper,"Ware County Sheriff's Office, GA","EOW: Tuesday, June 17, 1890",Cause of Death: Gunfire,Gunfire,1890-06-17,1890,FALSE,Ware County Sheriff's Office, GA
Correction Officer Benjamin Williamson,"Texas Department of Criminal Justice, TX","EOW: Monday, June 30, 1890",Cause of Death: Gunfire,Gunfire,1890-06-30,1890,FALSE,Texas Department of Criminal Justice, TX
Patrolman George E. Roberts,"Louisville Police Department, KY","EOW: Monday, July 7, 1890",Cause of Death: Assault,Assault,1890-07-07,1890,FALSE,Louisville Police Department, KY
Deputy U.S. Marshal Jim Billy,"United States Department of Justice - United States Marshals Service, US","EOW: Sunday, July 13, 1890",Cause of Death: Gunfire,Gunfire,1890-07-13,1890,FALSE,United States Department of Justice - United States Marshals Service, US
Correction Officer Jesse F. Goodwin,"Texas Department of Criminal Justice, TX","EOW: Monday, July 14, 1890",Cause of Death: Gunfire,Gunfire,1890-07-14,1890,FALSE,Texas Department of Criminal Justice, TX
Substitute Patrolman Henry Roese,"Cincinnati Police Department, OH","EOW: Wednesday, July 16, 1890",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),1890-07-16,1890,FALSE,Cincinnati Police Department, OH
City Marshal William H. Hodge,"Pontiac Police Department, IL","EOW: Saturday, July 26, 1890",Cause of Death: Gunfire,Gunfire,1890-07-26,1890,FALSE,Pontiac Police Department, IL
Constable Jack Fraley,"Hardin County Tenth District Constable's Office, TN","EOW: Saturday, July 26, 1890",Cause of Death: Gunfire,Gunfire,1890-07-26,1890,FALSE,Hardin County Tenth District Constable's Office, TN
Patrolman Louis Hardy,"Oshkosh Police Department, WI","EOW: Monday, July 28, 1890",Cause of Death: Gunfire,Gunfire,1890-07-28,1890,FALSE,Oshkosh Police Department, WI
Deputy U.S. Marshal David Sigemore,"United States Department of Justice - United States Marshals Service, US","EOW: Thursday, July 31, 1890",Cause of Death: Gunfire,Gunfire,1890-07-31,1890,FALSE,United States Department of Justice - United States Marshals Service, US
Private John F. Gravis,"Texas Rangers, TX","EOW: Monday, August 4, 1890",Cause of Death: Gunfire,Gunfire,1890-08-04,1890,FALSE,Texas Rangers, TX
Constable David Williamson Stoddard,"Bingham County Constable's Office, ID","EOW: Sunday, August 24, 1890",Cause of Death: Stabbed,Stabbed,1890-08-24,1890,FALSE,Bingham County Constable's Office, ID
Patrolman John J. Clancy,"Brooklyn Police Department, NY","EOW: Monday, September 1, 1890",Cause of Death: Assault,Assault,1890-09-01,1890,FALSE,Brooklyn Police Department, NY
Patrolman Louis H. Wilmers,"St. Louis Metropolitan Police Department, MO","EOW: Thursday, September 4, 1890",Cause of Death: Gunfire,Gunfire,1890-09-04,1890,FALSE,St. Louis Metropolitan Police Department, MO
Assistant Chief of Police George Coovert,"Pineville Police Department, KY","EOW: Tuesday, September 9, 1890",Cause of Death: Gunfire,Gunfire,1890-09-09,1890,FALSE,Pineville Police Department, KY
Special Police Officer Theodore Grote,"Old Colony Railroad Police Department, RR","EOW: Thursday, September 11, 1890",Cause of Death: Struck by train,Struck by train,1890-09-11,1890,FALSE,Old Colony Railroad Police Department, RR
Police Officer Charles F. Wanless,"Denver Police Department, CO","EOW: Thursday, September 18, 1890",Cause of Death: Gunfire,Gunfire,1890-09-18,1890,FALSE,Denver Police Department, CO
City Marshal Thomas Johnson Nevitt,"El Reno Police Department, OK","EOW: Saturday, September 20, 1890",Cause of Death: Gunfire,Gunfire,1890-09-20,1890,FALSE,El Reno Police Department, OK
Patrolman George Hoyle,"Knoxville Police Department, TN","EOW: Sunday, September 21, 1890",Cause of Death: Gunfire,Gunfire,1890-09-21,1890,FALSE,Knoxville Police Department, TN
